      157170    176147    188190    188642    189187    189365    190870    192588     194969    195557    195770    196891    197086    197505    197592    198090    200035    200090    200484     202999    203026    205863    207641    207736    208115    208331    208450
1  3.6826375 0.9930940 1.2439935 1.8878416 1.5782454 1.1156643 1.4190693 3.1333235 1.62737158 1.1234818 4.2888543 0.5988763 1.9592383 4.4968554 2.4375535 0.6014956 3.2010610 1.8621609 0.6446505 2.87790996 2.7653212 0.9368579 0.5293692 0.9420184 1.6866543 1.2022972 2.5432731
2  0.7170949 2.5547483 2.0677176 0.9929401 1.7192342 0.2214433 0.9409689 0.8747011 2.13470899 0.9687668 0.9718105 1.5505710 0.3137839 0.2789665 1.5484487 1.1350132 1.2994875 1.4463841 6.3399204 0.57026060 1.1009160 0.2477279 4.5927379 1.4764548 1.7403111 2.1862702 0.4635267
3  0.9870341 1.4157642 0.9047618 0.9006788 1.3056763 1.5215159 1.7147997 2.9319629 0.93901410 3.6089434 1.1986596 2.4533661 2.4851281 4.4885279 1.5205413 0.5262598 1.6586338 1.7437807 2.0422587 0.24609337 2.1082279 3.1750370 1.8842212 3.0739583 0.5502195 0.5915582 1.6346291
4  0.9549749 1.2787596 2.1233463 0.8283720 0.2608102 0.7083046 1.3349785 1.8983193 3.07899494 1.8549226 1.2296737 1.1225956 1.4078440 2.2637122 0.8480055 2.2618186 1.7153665 4.0457102 0.6215086 1.32238925 1.6680065 2.3119833 0.6748924 0.5661004 0.2774734 1.3660285 1.9699409
5  0.6545803 0.5401475 2.1001533 0.5112598 0.4283583 2.9893204 3.4568463 0.5601375 1.45197141 0.5522326 0.7116158 1.2922144 0.9483712 1.3112982 0.7812800 0.9733417 0.3489383 4.3598121 0.3623066 3.91139532 0.5095903 0.8526124 0.9430980 1.7733377 1.0269932 2.1213433 3.4481480
6  1.3496954 6.1617738 0.4899732 2.6825980 2.2730448 1.7797781 2.1920984 0.7183767 0.05710777 2.6500187 1.2569569 2.5714808 2.5737471 1.5877359 2.1135954 1.8800464 1.7471941 2.2272572 0.2587872 0.26979308 1.5566734 0.7323536 0.6938863 2.6057250 1.3642980 2.2918654 0.7060054
7  2.5648578 0.3677294 1.1190536 0.6299706 0.7741783 0.6551269 3.8660888 2.5132720 0.55478538 2.7032110 1.9419111 2.1457823 0.6463438 2.1306794 1.5689439 4.2448242 0.6062260 1.5006271 1.0367199 1.77630292 4.1170220 0.5753197 1.1339595 0.9451805 1.7161092 1.9677393 1.9250466
8  2.5559973 1.3056565 1.8077301 1.6369694 0.6877444 2.3663774 3.1635952 1.8645641 1.69365751 2.3748970 2.2386725 1.1135066 1.4426678 1.8402737 2.0468099 1.3418004 2.2266550 0.3349327 2.5971389 1.15793903 0.5997041 1.5519664 0.7474289 1.2779617 0.6527892 0.7541978 2.2929451
9  0.3163701 3.9002641 0.4574160 1.6089615 0.6702296 0.4216270 0.4071492 1.8304629 1.42296178 0.5552417 1.0690004 0.7510613 1.7625397 1.6599339 1.8312369 1.0165412 2.7200032 2.2812017 0.5269316 0.06208683 2.2719357 1.0467832 2.4826326 1.0510448 1.5399456 0.6418577 1.1481009
10 0.7468610 1.4422150 0.2961530 0.7328050 3.2119327 0.8141012 0.8541295 2.6471789 0.85261889 0.1682893 0.8318144 1.3194446 1.3708804 0.8385636 0.5270736 0.9689310 0.6091843 3.2364429 1.9613973 3.26080126 0.2980533 2.9414995 3.1848153 1.9583891 1.7834217 3.0835395 1.5952839
11 1.7012518 1.7509009 1.9046516 0.5535520 2.9376701 1.2572417 1.6231253 0.5206706 0.61994694 2.0175947 4.3807545 2.3341478 0.3423411 0.4484725 4.5479931 1.1481574 2.4108313 0.8199130 1.6689514 2.26677941 0.4685459 0.2694600 0.4436120 1.9497376 0.3355045 0.5663282 0.9478999
12 0.6166392 3.3351502 1.5812051 2.1639347 1.5702548 4.3748195 1.6299813 1.8960781 2.63168886 0.7650432 1.3485813 0.7232969 2.0325982 0.9164788 0.4814944 1.0449669 1.5607764 1.0845472 1.7226416 1.06026514 0.8994187 1.4678453 1.4966109 2.4317196 0.7378091 0.3225617 2.5211345
13 1.9379335 3.2291376 1.1892741 0.3727834 0.8217162 2.2549739 1.8341257 2.4796106 0.65965298 0.6403609 6.7372819 0.8493399 2.4256031 3.0469523 0.9930740 3.9166840 1.8581223 0.8345823 2.1716835 0.14835592 0.6540573 1.9914912 1.4856446 1.2177901 2.7295431 2.0483325 1.7448217
14 0.9299662 1.5455400 1.2491963 0.4079719 0.7791779 0.4957139 0.2958915 0.5632603 2.03699481 0.6939207 1.6411207 1.2840505 7.4861800 1.8183902 1.3965646 0.4939285 0.5891730 1.7174193 2.7929286 0.66983191 1.7735717 3.8015707 5.1301862 0.9968234 2.5018085 1.7273014 0.5009335
15 0.7719784 0.8875271 1.2603500 1.1378838 2.5295688 2.4332427 2.3210389 2.1902916 0.79063807 0.1886772 1.2686486 2.1926524 2.2178222 1.7519732 0.1587305 2.2113873 0.4637491 0.9175367 3.0145650 2.22963417 1.1138739 1.0362434 2.1760793 1.3611316 1.9433867 2.5217518 2.3276932
16 1.2405130 1.7895330 0.2141409 1.4012945 1.7731648 1.4621328 0.9501014 1.0151223 2.24680586 0.7742076 0.2156230 2.1696508 1.4000392 0.5431274 1.5744811 0.4111166 3.7429317 1.4295828 0.8000771 1.02801700 2.0388076 2.5268871 0.9458175 2.3964151 0.7621573 0.8929885 1.9573168
17 0.1731294 1.1777259 1.5229148 1.5763877 2.3892136 2.6138892 0.7410644 1.0709847 2.51361759 1.6592645 0.9353169 2.9480891 1.3886290 0.7774475 2.0733311 1.6541680 1.3683306 0.5839793 3.8276097 0.55215440 2.1123639 1.0818060 0.9095160 2.9311756 2.0532336 1.9041573 2.5310716
18 2.9765981 0.3761401 1.9213242 0.9719300 1.2756864 1.5779780 1.6519047 1.1280122 0.90762995 5.0831355 1.0959850 3.2615680 1.9474687 1.1404975 1.0923020 1.5253398 1.4890004 0.8299614 0.8705403 0.10502322 2.0519961 2.5583450 3.0332766 1.1405262 0.2037086 0.7872965 1.1325278
19 2.2299010 0.4229194 0.4886463 2.7453958 1.5075457 0.3895560 0.3049094 2.6630768 0.53099031 3.8747161 0.8757391 1.1389309 1.6735667 1.1860012 1.3505741 1.1102308 3.1383793 2.4798609 1.3953087 0.49260185 0.8347384 2.3633618 0.8851450 2.7414020 2.7465939 0.3642111 1.0405160
20 0.4537927 1.6030543 0.4990373 1.4096784 2.0013065 0.7088905 1.9592003 0.6432256 0.19471982 1.9538886 1.7319334 0.4547960 2.9112003 1.7559740 1.4202858 0.9391610 1.0113546 1.1573668 2.0091360 1.26699368 1.2376254 2.4526652 1.1119712 0.9108844 1.1619279 2.1448280 0.6751286
21 0.3848809 2.5328842 2.9909265 2.0310378 3.7633470 6.0958585 0.4564993 2.3250504 0.39065059 2.1283103 0.4197866 2.4366469 2.1620763 1.2878680 1.9001864 0.5554050 1.1149953 0.4706022 0.7012997 1.84394156 1.1516746 0.5468610 3.3270688 0.6731978 1.0842311 2.1336877 3.9335399
22 1.4828601 0.4570259 4.4760414 0.4380653 1.3392930 1.7958265 0.9289617 2.1392960 2.08854001 2.0203625 0.7477210 0.6956660 0.9348859 1.2317273 1.0671720 0.7786908 0.4034536 0.6863118 2.1306820 0.50674638 3.5607534 0.3902222 0.7191013 1.0220276 0.4863325 3.9753716 0.7900027
23 2.6535538 4.1556570 3.6659519 1.0795549 2.4150140 0.9591218 1.5752106 0.5605981 0.28810797 1.0084026 1.2496370 2.6923134 1.8093354 0.6949876 3.9646383 1.9601664 2.1089367 0.6731249 0.7038682 1.80167038 2.3681950 0.5435242 1.8741819 0.8865778 0.8683644 1.4564699 0.8409212
24 1.7050242 0.6473878 1.2844050 1.4503694 1.3650287 3.5486419 1.7559296 0.7499141 2.15578345 2.0321861 2.3369843 1.2737912 1.6639650 0.6353701 0.9730831 0.8639176 0.9558001 1.0186415 2.0716206 1.31898083 2.9202214 1.9724902 0.9330030 2.1074758 1.8631912 0.8240537 2.3979031
25 2.0261452 0.9934370 2.0467271 1.0964984 1.3134295 1.6290829 2.2631952 1.4449621 1.46686548 0.6823016 0.9260019 3.3441265 3.2361161 1.3109678 1.3148730 3.5005977 1.1295030 2.9052338 1.4740024 2.21271426 0.6384208 0.2026703 1.3699946 0.6229710 2.8316697 1.4456989 1.5851291
26 2.1559028 3.8875787 0.4967377 3.4424933 1.4964622 0.7383234 1.5191000 2.8725051 1.28679550 1.3503586 0.2159643 1.9821970 2.6459067 3.1338762 0.6670717 0.8701697 1.1102137 1.4721875 1.2536814 1.40209264 1.8176843 1.3629473 0.6039709 0.5167280 0.5248611 1.1527335 1.6355847
27 2.0807111 0.6982850 2.7209247 1.6847391 0.5921488 1.7675385 1.6765698 0.8793868 1.02548282 1.0770102 2.4912156 1.6655540 1.0123596 0.9581915 0.4114969 1.6533972 0.7146695 1.9561426 3.0734353 1.25080024 1.6636405 1.4024458 0.3697224 1.4728033 2.6677807 2.1272872 1.2507486
28 0.7730628 0.6521452 1.8596669 1.7046723 0.8547271 2.3624073 1.0663793 1.6081436 0.61472275 0.7563944 3.1732781 1.1643123 1.3206726 0.6044259 1.9114407 1.7658897 2.2016837 2.4077824 2.0069772 0.40206439 0.6944587 0.8115293 3.7973199 1.1381450 1.1167523 0.7784679 2.1896769
29 1.8791568 3.9274890 0.9817430 0.9483649 1.0879060 2.1564295 2.1330249 1.3969215 0.50546310 0.3989300 0.6203744 1.6221358 1.1529406 1.8241786 0.3856191 1.0617542 0.5290271 2.9412963 1.5855350 1.47111300 1.5412037 1.3902536 3.9991575 1.1589766 3.6826999 1.6914075 1.4313063
30 4.8213995 2.5734610 0.9020039 0.7944168 3.3246455 0.1642958 1.7709072 2.1602409 2.33955243 0.3365502 2.0145115 2.4134910 1.7088795 3.0715411 2.5730469 0.5107499 1.7130966 1.3433834 0.7055748 0.73756287 3.9813210 1.6898788 0.9672321 4.2814589 0.7158131 0.9428331 0.5567667
31 1.3179680 0.8696075 1.0961483 0.6996193 2.1417237 1.2447591 1.4286938 0.5821060 3.33785154 2.4538679 1.9369769 0.3440124 0.5727240 0.3591377 2.4968746 0.8670581 3.5155383 0.9574958 3.5058587 0.86057070 0.9771239 3.9224052 4.5953143 3.4648483 3.1542826 1.1658355 0.9759534
32 1.3602757 3.6434846 3.5499521 1.8095785 0.6980829 1.3174482 0.3638628 2.4922247 1.46111242 2.1033099 1.2245467 0.9893011 1.7415456 1.4459603 2.5196890 0.6601934 0.1614691 3.9814655 0.6388163 3.61809368 2.0185432 1.0515049 1.1119172 2.3152054 2.2642846 0.5852527 1.2781508
33 1.6111194 2.5195117 0.8956066 0.4599510 1.6088962 5.4779638 0.9862155 1.9838578 1.87095472 2.0484998 0.6192729 4.5758870 1.5447570 2.0397834 2.2425089 1.1254765 0.8884510 1.5979608 0.6497714 1.20020025 1.0990609 0.4140295 1.2559873 1.0081458 1.9729159 1.6543825 1.2553618
34 3.3628088 0.6709761 2.7330867 1.3114526 1.7430462 1.4843873 2.3410616 2.1048474 3.93596430 4.8808853 1.0405050 0.6033273 3.1031858 2.2490267 0.6406719 1.0261894 1.3165485 4.4201431 2.7589681 0.53773653 0.2877823 2.3198989 3.7373056 1.5303016 3.5488283 0.9973783 2.3588392
35 0.4227975 0.2346553 1.8782621 1.8371979 4.2346305 2.7782300 1.8111118 1.2094635 1.56454258 0.8113561 2.9978531 4.7091505 1.4037673 1.9402431 1.7446413 2.9337625 1.5573449 1.3628047 0.3726567 0.90321241 2.3668874 2.0138635 0.7315871 3.4194144 2.6120272 1.6693731 0.7772272
